2023년 지역축제 개최 계획,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,,,
,,,,,,,,,국비,지방비,기타,합계, 내국인(명) ,외국인(명),전담조직명,조직형태,설립근거,,성명,연락처,,
707,전북,김제시,지평선추억의 보리밭 축제,"생태자연, 특산물",05.05~05.07.,"새만금 6공구 내 원예단지, 토끼섬 일원",대면,2010,0,40,60,100,"55,000",,진봉면지역발전협의회,민간단체,,해당없음,최민아,063-540-4790,,
708,전북,김제시,지평선광활햇감자축제,특산물,04.15~04.16.(예정),광활초등학교 일원,대면,2008,0,50,10,60,"2,000",,지평선광활햇감자축제추진위원회,민간단체,,해당없음,유영주,063-540-4883,,
709,전북,김제시,2023 꽃빛드리 축제,문화예술,04.07.~04.09.(예정),김제시민문화 체육공원 일원,대면,2023,0,100,90,190, - ,,김제시,공공,,해당없음,김경미,063-540-3224,,
710,전북,완주군,W윈터푸드축제,문화예술,12.23~12.24,W푸드테라피센터,대면,2018,68,29,0,97,"5,600",100,완주신활력플러스사업단,사단법인,"완주군 식품ㆍ외식산업 육성 기본 조례
",농림축산식품부,김승훈,063-290-2829,,
711,전북,완주군,완주 삼례딸기 축제,특산물,03.17~03.19,삼례농협 인근 공영주차장,대면,1997,-,50,30,80,,,딸기축제 추진위원회,삼례농협,농업·농촌 및 식품산업기본법 제51조 2항,-,이경희,063-290-3321,,
712,전북,완주군,제11회 와일드&로컬푸드축제,특산물,9~10월 중,완주군일원,혼합형,2011,,40,800,840,"67,434","1,000",와일드&로컬푸드축제추진위원회,축제조직위,완주군 와일드앤로컬푸드축제 운영에 관한 조례,-,정수진,063-290-3976,,
713,전북,완주군,제6회 오성한옥마을 오픈가든축제,기타(주민화합),5월 중,소양오성한옥마을,대면,2018,,12,20,32,"5,000",,오성한옥마을,영농조합법인,,-,김경주,063-290-3978,,
714,전북,완주군,제9회 곶감축제,특산물,12월 중,운주면,대면,2014,,70,30,100,"4,900",,완주곶감축제제전위원회,축제조직위,완주군 임업인 및 임업관련 단체 육성·지원 조례,-,이은화,063-290-2757,,
715,전북,완주군,제1회 완주 대둔산축제,기타(주민화합),5~6월 중,완주군일원,대면,1996,,,120,120,,,,축제조직위,관광진흥법 제48조의 2,-,강규리,063-290-3977,,
716,전북,완주군,(가칭)제1회 완주 모악산축제,기타(주민화합),4~5월 중,완주군일원,대면,2016,,,120,120,,,,축제조직위,관광진흥법 제48조의 2,-,김경주,063-290-3978,,
717,전북,진안군,제19회 진안고원 운장산 고로쇠축제,특산물,03.11~03.12,주천면 대불리 운일암반일암 삼거광장 일원,대면,2005,,70,,70,"19,423",,진안고원 운장산 고로쇠 축제위원회,축제조직위,자체회칙,-,김영,063-430-2392,,
718,전북,진안군,제13회 진안고원 수박축제,특산물,07.29~07.30,동향면 체련공원 일원,대면,2009,,50,,50,"4,900",100,진안고원 수박축제추진위원회,축제조직위,자체정관,-,송유섭,063-430-2393,,
719,전북,진안군,2023 진안홍삼축제,특산물,10.07~10.09,마이산 북부 일원,대면,2013,30,970,,"1,000","64,594","5,000",진안홍삼축제추진위원회,축제조직위,자체정관,문체부,김영,063-430-2392,,
720,전북,진안군,제5회 가족공동체 김장문화축제,특산물,11.17~11.19,진안고원시장 일원,대면,2019,,60,,60,800,50,진안YMCA(진안기독교청년회),재단법인,자체헌장,-,송유섭,063-430-2393,,
721,전북,진안군,2023 마이산 겨울동화축제,기타(주민화합),12.23~12.25,마이산 북부 일원,대면,2022,,80,,80,"9,500",500,마이산 북부상가 발전위원회,축제조직위,자체정관,-,송유섭,063-430-2393,,
722,전북,무주군,제27회 무주반딧불축제,생태자연,09.02~09.10,무주군일원,대면,1997,0,"2,390",,"2,390","73,892",,무주반딧불축제제전위원회,사단법인,무주군 지역축제 지원조례,-,정경재,063-320-2537,,
723,전북,무주군,무주산골영화제,문화예술,06.02~06.06,"등나무운동장일원,
덕유산국립공원대집회장",대면,2013,,"1,000",,"1,000","30,000",,무주 산골문화재단,재단법인,무주군 지역축제 지원조례,-,김성옥,063-320-2541,,
724,전북,무주군,안성두문낙화놀이축제,전통역사,08.04.~08.05.,무주군 안성면 두문마을,대면,2007,0,50,,50,"5,000",,두문리 낙화놀이 보존회,임의단체,,-,정경재,063-320-2537,,
725,전북,무주군,통안마을'나비야놀자'축제,생태자연,06.16~06.25.,무주군 안성면 통안마을,대면,2023,0,40,,40,,,통안마을축제'나비야놀자'추진위원회,임의단체,,-,정경재,063-320-2537,,
726,전북,무주군,무주꽁꽁놀이축제,기타(주민화합),2023.12..30~2024.01.28.,무주군 적상면 초리마을,대면,2017,0,750,,750,"20,000",,초리새마을회,임의단체,,-,정경재,063-320-2537,,
727,전북,무주군,고로쇠축제,기타(주민화합),2월말~3월초,무주군 설천면 구천동,대면,2023,,20,,20,,,고로쇠협회,임의단체,,-,김민지,063-320-2413,,
728,전북,장수군,제17회 장수 한우랑 사과랑 축제,특산물,09.14~09.17,의암공원 및 누리파크 일원,대면,2008,0,"1,120",0,"1,120","67,882","1,000",사)장수한우랑사과랑축제추진위원회,사단법인,장수군 지역축제 육성 및 지원에 관한 조례,-,안수길,063-350-2357,,
729,전북,장수군,계곡과 함께하는 한여름 예술문화축제(가칭),생태자연,7~8월 중,방화동 일원,대면,2023,0,60,0,60,,,장수군,공공,,-,조혜정,063-350-2356,,
730,전북,장수군,제7회 번암물빛축제,생태자연,07.29~07.30,번암물빛공원,대면,2017,0,50,0,50,"1,000",,번암면물빛축제추진위원회,축제조직위,장수군 지역축제 육성 및 지원에 관한 조례,-,기영옥,063-350-2358,,
731,전북,장수군,제4회 산서희망무지개축제,주민화합,09.02~09.03,산서체육공원,대면,2019,0,15,0,15,500,,산서면희망무지개축제추진위원회,축제조직위,장수군 지역축제 육성 및 지원에 관한 조례,-,기영옥,063-350-2359,,
732,전북,장수군,제1회 계북수박&토마토축제,특산물,07.29~07.30.,계북면,대면,2023,0,15,0,15,,,추진위원회(예정),단체,,-,기영옥,063-350-2360,,
733,전북,임실군,임실N치즈축제,특산물,10.06~10.09,"임실치즈테마파크,
임실치즈마을,임실읍일원",혼합형,2015,30,"1,000",0,"1,030","126,613",,임실N치즈축제제전위원회,축제조직위,임실군 축제 육성 및 지원 등에 관한 조례,문체부,황의숙,063-640-2523,,
734,전북,임실군,아쿠아페스티벌,기타(주민화합),7~8월 중,임실치츠테마파크,대면,2017,0,400,0,400,"8,488",,(재)임실치즈테마파크,재단법인,재단법인 임실치즈테마파크 설립 및 운영에 관한 조례,-,전다영,063-640-2343,,
735,전북,임실군,산타축제,기타(주민화합),12.23~12.25,임실치즈테마파크,대면,2017,0,400,0,400,"63,000",,(재)임실치즈테마파크,재단법인,재단법인 임실치즈테마파크 설립 및 운영에 관한 조례,-,전다영,063-640-2343,,
736,전북,임실군,의견문화제,문화예술,050.5~05.07,오수의견공원 및 의견관광지 일원,대면,1985,,300,,300,"50,000",,의견문화제전위원회,민간단체,임실군 축제 육성 및 지원 등에 관한 조례,-,양현선,063-640-2313,,
737,전북,임실군,필봉마을굿축제,문화예술,08.12~08.14,필봉농악 전수교육관,대면,1996,,90,,90,"1,000",,임실필봉농악보존회,민간단체,임실군 축제 육성 및 지원 등에 관한 조례,-,양현선,063-640-2313,,
738,전북,임실군,사선문화제,문화예술,09.22~09.24,관촌사선대,대면,1963,,200,,200,"1,000",,사선문화제전위원회,민간단체,임실군 축제 육성 및 지원 등에 관한 조례,-,양현선,063-640-2313,,
739,전북,임실군,옥정호벚꽃축제,기타(주민화합),04.08~04.09,운암 요산공원 일원,대면,2022,,55,,55,,,운암면지역발전협의회,민간단체,임실군 축제 육성 및 지원 등에 관한 조례,-,양현선,063-640-2313,,
740,전북,순창군,제20회 옥천골벚꽃축제,생태자연,4월 중,순창경천,대면,2001,,40,,40,,,옥천골벚꽃축제제전위원회,축제조직위,,,강하라,063-650-1624,,
741,전북,순창군,제4회 슬로슬로 발효마을 축제,특산물,05.05~05.07,적성면 지내마을,대면,2019,,32,,32,200,20,적성슬로공동체,시민단체,,,강하라,063-650-1624,,
742,전북,순창군,제18회 순창장류축제,특산물,10.13.~10.15,순창발효테마파크,대면,2006,30,920,,950,"69,564",500,순창장류축제추진위원회,축제조직위,순창장류축제 육성과 추진위원회 조례,문체부,강하라,063-650-1624,,
743,전북,고창군,고창 청보리밭축제,생태자연,04.22~05.14,학원농장,대면,2004,,120,80,200,"164,400",,고창청보리밭축제위원회,축제조직위,고창군 축제발전 및 운영에 관한 조례,-,정우영,063-560-2523,,
744,전북,고창군,고창 복분자와수박축제,특산물,06.16~06.18,"선운산
도립공원",혼합형,2005,,200,30,230,"142,000",,"고창복분자와
수박축제위원회",축제조직위,고창군 축제발전 및 운영에 관한 조례,-,박종표,063-560-2531,,
745,전북,고창군,고창 갯벌축제 ,생태자연,6월 중,심원만돌일원,대면,1996,,120,20,140,"100,170",,"고창갯벌축제
추진위원회",축제조직위,고창군 축제발전 및 운영에 관한 조례,-,한주희,063-560-2632,,
746,전북,고창군,고창 바지락축제,특산물,05.05~05.07,"심원면
하전리 일원",대면,2018,,50,5,55,"19,200",,고창하전축제위원회,축제조직위,고창군 축제발전 및 운영에 관한 조례,-,김진현,063-560-2733,,
747,전북,고창군,고창 해풍고추축제,특산물,8월 중,해리면일원,대면,1996,,46,20,66,"10,000",,해풍고추축제위원회,축제조직위,고창군 축제발전 및 운영에 관한 조례,-,,,,
748,전북,고창군,고창 모양성제,전통역사,10.19~10.23(예정),고창읍성일원,대면,1972,,910,70,980,"70,000",,(사)고창모양성보존회,사단법인,민법 제32조,-,현선희,063-560-2949,,
749,전북,부안군,상서개암동벚꽃축제,생태자연,04.08~04.09,개암제,대면,2016,,50,,50,"20,000","1,000",개암동벚꽃추진위원회,축제조직위,부안군 축제 발전 및 운영에 관한 조례,-,최종열,063-580-3703,,
750,전북,부안군,부안마실축제,문화예술,05.04-05.06,매창공원,대면,2012,,"1,100",,"1,100","66,000","2,000",부안군 대표축제 추진위원회,축제조직위,부안군 대표축제 운영조례,-,이태영,063-580-4775,,
751,전북,부안군,"제2회 바이썬비치파티
(변산바다로페스티벌)",문화예술,08.04~08.06,변산해수욕장,대면,2018(변산바다로),-,270,-,270,"5,000","3,000",부안군,공공,,-,고나영,063-580-4739,,
752,전북,부안군,님의뽕축제,전통역사,7~8월 중,부안댐,대면,2009,,15,,15,"3,000",,서림신문사,,,-,김재현,063-580-3854,,
753,전북,부안군,부안노을축제,생태자연      ,10월 중,변산해수욕장,대면,2022,,550,,550,"17,000","1,000",부안군 대표축제 추진위원회,축제조직위,부안군 대표축제 운영조례,-,이태영,063-580-4775,,
754,전북,부안군,곰소젓갈발효축제,특산물,10월 중,곰소젓갈발효센터,대면,2004,,120,,120,"10,000",,곰소젓갈발효축제 추진위원회,축제조직위,부안군 곰소젓갈발효축제 운영 조례,-,김선옥,063-580-4489,,
755,전북,부안군,부안가을愛국화축제,생태자연,10.27~11.05,미정,대면,2011,,150,,150,"10,000",,국화울타리,시민단체,품목별국화모임체 구성에 의한 축제구성,-,조효진,063-580-3841,,
756,전북,부안군,부안설숭어축제,특산물,12월 중,상설시장일원,대면,2007,,60,,60,"4,000",,부안상설시장상인회,시민단체,,-,이민용,063-580-4118,,
757,전북,부안군,위도호박축제,특산물,10월중,위도해수욕장,대면,2022,,,,,"1,000",,위도호박축제조직위원회,축제조직위,,-,이태영,063-580-4775,,
758,전북,부안군,변산 해넘이축제,문화예술,12.30~01.01,변산해수욕장,대면,2012,-,150,-,150,"10,000",,(사)변산지역발전협의회,사단법인,,-,고나영,063-580-4739,,
759,전남,-,2023 명량대첩축제,전통역사,09.08.~09.10.,진도~해남 울돌목일원,대면,2008,,"1,600",,"1,600","150,000","1,000",명량대첩기념사업회,재단법인,전라남도 재단법인 명량대첩기념사업회 설립 및 지원 조례,,조장군,061-286-5261,,
760,전남,-,2023 국제남도음식문화큰잔치,특산물,10.06.~10.8.,여수세계박람회장,대면,1994,,800,,800,"150,000","28,000",남도음식문화큰잔치,재단법인,전라남도 재단법인 남도음식문화큰잔치 설립 및 운영 조례,,이태희,061-286-5771,,
761,전남,목포시,2023 유달산 봄축제,생태자연,4.8.~4.9.,유달산 및 근대역사거리 일원,대면,1996,150,150,,300,,,목포시축제추진위원회,민간단체,목포축제추진위원회 설치 및 운영 조례,문체부,유미리,061-270-8432,,
762,전남,목포시,2023 목포항구축제,생태자연,10.20.~10.22.,목포항 및 삼학도 일원,대면,2006,500,500,,"1,000","209,850",,목포시축제추진위원회,민간단체,목포축제추진위원회 설치 및 운영 조례,문체부,최양인,061-270-8431,,
763,전남,여수시,제31회 여수영취산진달래체험행사,생태자연,3월 중,영취산 일원,혼합형,1993,,,80,80,,,여수영취산진달래축제추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김지훈,061-659-4744,,
764,전남,여수시,2022 여수밤바다 불꽃축제,문화예술,4월 중,이순신광장 및 장군도 앞 해상,혼합형,2016,,,440,440,,,여수밤바다불꽃축제추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,최수지,061-659-4742,,
765,전남,여수시,제56회 여수거북선축제,전통역사,5. 5. ~ 5. 7.,종포해양공원 일원,혼합형,1967,,,900,900,,,여수거북선축제추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김나나,061-659-4743,,
766,전남,여수시,제20회 거문도백도 은빛바다 체험행사,기타(주민화합),8월 중,거문도 일원,혼합형,2001,,,50,50,,,거문도백도은빛바다추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김나나,061-659-4743,,
767,전남,여수시,여수여자만갯벌노을체험행사,생태자연,9월 중,소라면 장척마을 일원,혼합형,2009,,,60,60,,,여수여자만갯벌노을체험행사추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김지훈,061-659-4744,,
768,전남,여수시,여수동동북축제,전통역사,10. 21. ~ 10. 22.,"용기공원, 선소 일원",혼합형,2018,,,350,350,,,여수동동북축제추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김나나,061-659-4743,,
769,전남,여수시,제27회 여수향일암일출제,생태자연,23. 12. 31. ~ 24. 1. 1.,돌산 임포마을 향일암 일원,혼합형,1996,,,60,60,,,여수향일암일출제추진위원회,축제추진위,여수시 축제운영위원회 설치 및 운영 조례,,김나나,061-659-4743,,
770,전남,순천시,제7회 순천푸드앤아트페스티벌,문화예술,9월경,원도심 일원,대면,2016,,690,20,710,"318,313",,-,,,,정경원,061-749-5795,,
