연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,
364,강원도,인제군,제40회 합강문화제,문화예술제,22. 10월,인제군 일원,대면,1983,-,290,-,290,미집계,미집계,합강문화제추진위원회,추진위원회,-,-,이희성,033-460-2081
365,강원도,고성군,동해안 최북단 저도어장 대문어축제,지역특산물,22. 5월,현내면 대진항 일원,미정,2016,-,100,-,100,개최취소,개최취소,대문어축제위원회,축제조직위,고성군 지역축제 지원에 관한 조례,-,최예랑,033-680-3414
366,강원도,고성군,"삼포해변 서핑 축제
(미드나이트 피크닉 페스티벌)",기타(주민화합),22. 7월,죽왕면 삼포해변 일대,미정,2017,-,50,-,50,개최취소,개최취소,"별도조직 없음
/ 민간위탁[㈜위고온]",-,고성군 지방보조금 관리 조례,-,강혁,033-680-3046
367,강원도,고성군,해안선 레저스포츠 페스티벌,기타(주민화합),22. 8월,죽왕면 봉수대 해변 일대,미정,2017,-,20,-,20,개최취소,개최취소,"별도조직 없음
/ 민간위탁(고성군 카누연맹)",-,고성군 지방보조금 관리 조례,-,최현철,033-680-3047
368,강원도,고성군,고성군민의 날 및 수성문화제,전통역사,22. 9월,간성읍 고성종합운동장 일원,대면,1983,-,300,-,300,500명,미집계,수성문화제위원회,축제조직위,고성군민의날 조례,-,김성현,033-680-3593
369,강원도,고성군,고성통일명태축제,지역특산물,22. 10월,거진읍 거진11리 해변,미정,1999,-,500,-,500,개최취소,개최취소,명태축제위원회,축제조직위,고성명태축제위원회 운영 조례,-,강혁,033-680-3046
370,강원도,고성군,2022년 대한민국 온천대축제,문화관광,22. 10월,토성면 원암리 온천지구 일대,미정,2007,-,700,-,700,개최취소,개최취소,"민·관 협의체 구성
(고성군, 온천이용시설)",축제조직위,고성군 지역축제 지원에 관한 조례,-,최문용,033-680-3352
371,강원도,양양군,제44회 양양문화제,전통역사,22. 6월,남대천 둔치,대면,1979,-,557,,557,"30,000명",미집계,양양문화제위원회,위원회,양양군 축제운영에 관한 조례,-,홍승혜,033-670-2795
372,강원도,양양군,양양송이축제,특산물,22. 9~10월,양양 남대천 둔치,대면,1997,-,550, - ,550, 미집계 , 미집계 ,양양문화재단,재단법인,양양문화재단 설립 및 운영에 관한 조례,-,송종표,033-671-3803
373,강원도,양양군,양양연어축제,생태자연,22. 10월 ,양양 남대천 둔치,대면,1997,-,550, - ,550, 미집계 , 미집계 ,양양문화재단,재단법인,양양문화재단 설립 및 운영에 관한 조례,-,전선영,033-671-7802
374,강원도,양양군,양양해맞이축제,생태자연,22. 12. 31. ~ 23. 1. 1.,"낙산해변, 낙산사, 동해신묘 등",대면,1996,-,70, - ,70, 미집계 , 미집계 ,양양문화재단,재단법인,양양문화재단 설립 및 운영에 관한 조례,-,송종표,033-671-3803
375,경남,창원시,제8회 창원음식문화축제,특산물,10. 22,용지문화공원,대면,2013년,,150,,150,,,음식문화축제위원회,위원회,창원시 대표음식 발굴.육성 및 관광 상품화 관리 조례,,정   원,055-225-3603
376,경남,창원시,제11회 아구데이축제,특산물,5.9.,오동동문화광장,대면,2011년,,20,20,40,,,아구데이추진위원회,위원회,창원시 대표음식 발굴.육성 및 관광 상품화 관리 조례,,김나영,055-225-3604
377,경남,창원시,제60회 진해군항제,문화예술,4. 1. ~ 4. 10.,진해구 일원,혼합형,1963년,,"1,332",,"1,332",,,공모예정,,,,최재원,055-225-2344
378,경남,창원시,제22회 마산국화축제,문화예술,10. 28. ~ 11. 6.,마산해양신도시(예정),혼합형,2000년,,"1,033",,"1,033",,,공모예정,,,,김현주,055-225-2343
379,경남,창원시,창원진동미더덕축제,특산물,4월 중,진동면,미정,2005년,,83,40,123,,,창원진동미더덕축제위원회,위원회,,,김도성,055-225-3433
380,경남,창원시,진해만싱싱수산물축제,특산물,10월 중,속천항,미정,2019년,,33,33,65,,,진해수산업협동조합,법인,수산업협동조합법,,김도성,055-225-3433
381,경남,창원시,창원홍하비축제,특산물,11월 중,미정,미정,2022년,,50,50,100,,,마산수산업협동조합,법인,수산업협동조합법,,김도성,055-225-3433
382,경남,진주시,진주논개제,전통역사,5월 중,사적지,대면,2002년,,750,50,800,,,진주문화원,법정단체,지방문화원진흥법 제4조,,김수남,055-749-8589
383,경남,진주시,진주뮤직페스티벌,문화예술,8월 중,하천,대면,2019년,,290, - ,290,,,(주)KNN,주식회사,,,윤형석,055-749-8590
384,경남,진주시,진주남강유등축제,전통역사,10. 1. ~ 10. 10.,"하천,사적지",대면,2000년,,"2,550","1,200","3,750",,,진주문화예술재단,재단법인,"민법 32조, 문화예술진흥법 제7조",,김성호,055-749-8588
385,경남,진주시,개천예술제,문화예술,10. 3. ~ 10. 10.,사적지,대면,1949년,,"1,210",790,"2,000",,,한국예총진주지회,사단법인,"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제3조",,김수남,055-749-8589
386,경남,진주시,코리아드라마페스티벌,문화예술,10. 1. ~ 10. 10.,"하천,사적지",대면,2006년,600,260,100,960,,,코리아드라마페스티벌 조직위원회,사단법인,"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제3조",문체부,윤형석,055-749-8590
387,경남,통영시,2022 제1회 통영국제트리엔날레,문화예술,03.18. ~ 05.08.,통영시 내륙 및 섬일원,혼합형,2022년,,"8,000",,"8,000",,,통영한산대첩문화재단,재단법인,통영한산대첩문화재단 설립 및 운영에 관한 조례,,조형철,055-650-4532
388,경남,통영시,통영국제음악제,문화예술,03.25. ~ 04.03.,통영시 일원 및 통영국제음악당,혼합형,2002년,550,"1,450",,"2,000",,,통영국제음악재단,재단법인,통영국제음악재단 설립 및 운영에 관한 조례,"문체부
(한국문화예술위원회)",정영석,055-650-4533
389,경남,통영시,2022 통영 문화재 야행,문화예술,04.29. ~ 05.01.,"삼도수군통제영, 통제영거리 일원",혼합형,2019년,228,342,,570,,,통영한산대첩문화재단,재단법인,통영한산대첩문화재단 설립 및 운영에 관한 조례,문화재청,김해덕,055-650-4522
390,경남,통영시,제61회 통영한산대첩축제,전통역사,08.11. ~ 08. 20.,통영시 일원,혼합형,1962년,30,"1,100",,"1,130",,,통영한산대첩문화재단,재단법인,통영한산대첩문화재단 설립 및 운영에 관한 조례,문체부,조형철,055-650-4532
391,경남,사천시,2022년 사천시 삼천포항 수산물축제,특산물,4월 중 ,팔포항 일원,대면,2018년,,181,10,191,,,사천시삼천포항수산물축제 추진위원회,위원회,수산물 축제 추진을 위한 자체 위원회 설립,,이은지,055-831-3111
392,경남,사천시,제20회 사천시 삼천포항 자연산 전어축제,특산물,7월 중 ,팔포음식특화지구 일원,대면,2002년,,118,20,138,,,사천시삼천포항자연산전어축제 추진위원회,위원회,전어 축제 추진을 위한 자체 위원회 설립,,이은지,055-831-3111
393,경남,사천시,남일대 전국청년 트롯가요제,주민화합,8월 중,남일대해수욕장,대면,2019년,,70,,70,,,삼천포 남일대청년트롯가요제추진위원회,위원회,,,김정옥,055-831-5386
394,경남,사천시,제12회 주민복지박람회,기타(주민화합 등),10.20.~10.23.,노을광장,대면,2009년,,70,,70,,,사천시자원봉사단체협의회,협의회,,,박정인,055-831-2615
395,경남,사천시,제1회 고려현종대왕축제,문화예술,10.20~10.23,사천시청 노을광장,대면,1995년,,500,,500,,,사천문화재단,재단법인,사천시 사천문화재단 설립 및 운영조례,,김예은,055-831-6416
396,경남,사천시,제7회 별주부전축제,문화예술,7.16.~7.17.,비토마을 비토빌체험학교,대면,2014년,,22,40,62,,,별주부전추진위원회,위원회,,,노호진,055-831-5237
397,경남,사천시,사천시농업한마당축제,특산물,10월 중,미정,혼합형,2008년,,270,,270,,,사천시농업한마당축제추진위원회,위원회,운영규약,,표재은,055-831-3763
398,경남,사천시,비봉내축제,전통역사,9월중,운동장,대면,2015년,,30,,30,,,곤양비봉내축제추진위원회,위원회,,,강진하,055-831-5174
399,경남,김해시,제27회 김해분청도자기축제,문화예술,10.1~10.10,김해분청도자박물관일원,대면,2009년,,15,364,379,,,,,,,유동경,055-330-3244
400,경남,김해시,허왕후 신행길 축제,문화예술,10월중,"수릉원, 유튜브",혼합형,2014년,, - ,250,250,,,,,,,윤근혜,055-330-3243
401,경남,김해시,제3회김해국제의생명과학축제,기타(지역산업축제),06.17.~06.19.,김해중소기업비즈니스센터,혼합형,2020년,,100,50,150,,,,,,,이은영,055-330-0873
402,경남,김해시,김해문화재야행,문화예술,09.30~10.2,수로왕릉,대면,2017년,83,125,,208,,,,,,문화재청,여지은,055-330-3923
403,경남,김해시,제3회 불암장어문화축제,문화예술,6.25.~6.26.,마을(불암동행정복지센터 일원),대면,2018년,,8, 22.5(공항공사) ,8,,,,,,,배정임,055-359-7543
404,경남,김해시,제7회김해꽃축제,"ㅇ생태자연
ㅇ특산물","5,6월중",대동생태공원,대면,1993년,,200,100,300,,,김해꽃축제추진위원회,비영리법인,,,성영일,055-350-4084
405,경남,김해시,진영단감축제,특산물,11월,진영공설운동장,대면,1985년,,180,18,198,,,진영단감축제위원회,비영리법인,,,신연철,055-350-4092
406,경남,김해시,김해독서대전,문화예술,10.21.~10.22.,수릉원 및 권역별 시립도서관,혼합형,2019년,20,136,,156,,,,,,"문체부
(한국출판문화산업진흥원)",송영주,055-330-6683
407,경남,김해시,2022 김해시 평생학습 과학축제,문화예술,10.21.~10.22.,수릉원,대면,2007년,,142,,142,,,"김해시평생학습축제
위원회",,,,최성준,055-330-4883
408,경남,김해시,김해세계크리스마스 문화축제,기타(주민화합 등),12.1.~12.31.,분성광장 등,대면,2013년,,66,4,70,,,크리스마스문화축제 추진위원회,비영리법인,,,이지윤,055-330-4943
409,경남,김해시,제44회 가야문화축제(60주년),전통역사,4.14.~4.17.,연지공원,혼합형,1962년,,900,200,"1,100",,,가야문화축제 제전위원회,사단법인,"가야문화축제제전위원회 설치 및
 운영에 관한 조례",,강문정,055-330-3944
410,경남,밀양시,제22회 밀양공연예술축제,문화예술,7. ~ 8월 중,"밀양아리랑아트센터
밀양아리나",대면,2001년,,800,,800,,,밀양문화재단,재단법인,밀양문화재단 설립 및 운영에 관한 조례(2021년),,전현희,055-359-5632
411,경남,밀양시,제40회 대한민국연극제,문화예술,7. ~ 8월 중,"밀양아리랑아트센터
밀양아리나",대면,1983년,,"1,000",30,"1,030",,,"한극연극협회
경남지회",,,,전현희,055-359-5632
412,경남,밀양시,제64회 밀양아리랑대축제,문화예술,5.5.~5.8.,영남루 및 밀양강변,혼합형,1957년,30,"2,180",,"2,210",,,밀양문화재단,재단법인,밀양문화재단 설립 및 운영에 관한 조례,문체부,정치열,055-359-5649
413,경남,거제시,거제 맹종대나무 축제,생태자연,4.1. ~ 5.30.,맹종죽테마파크,혼합형,2012년,,7,,7,,,맹종죽영농조합법인,영농조합법인,거제시 축제의 지원 및 운영에 관한 조례,,원준우,055-639-6354
414,경남,거제시,제60회 거제옥포대첩축제,전통역사,5월말~6월초,옥포대첩기념공원 일원,대면,1962년,,260,,260,,,거제시 문화예술과,지자체,,,정은주,055-639-3393
415,경남,거제시 ,제 14회 거제도 국제 펭귄수영축제,기타(해양스포츠),6월경,덕포해수욕장,대면,2005년,,35,52,87,,,주민자치회,지역단체,,,최진호,055-639-6864
416,경남,거제시,제3회 남부면 수국축제,생태자연,6월말~7월초,남부면,대면,2018년,,30,,30,,,남부면발전협의회,지역단체,,,안영길,055-639-6531
417,경남,거제시,거제 바다로세계로,기타(해양스포츠행사 등),8월초,지세포해양공원 외 4곳,대면,1994년,,571, 미정 ,571,,,거제시 관광과,지자체,,,노윤이,055-639-4163
418,경남,거제시,제11회 청마포도축제,특산물/문화예술,8.27.~9.04.,둔덕면일원,혼합형,2013년,,40,,40,,,축제조직위,임의단체,거제시 축제의 지원 및 운영에 관한 조례,,윤명수,055-639-6382
419,경남,거제시,제10회 청사초롱 가을추억 만들기 축제,기타(주민화홥 등),10.01~10.09.,삼거동일원,대면,2013년,10,10,2,22,,,"청사초롱 가을추억만들기 
축제 추진위원회",마을회 및 마을기업,"「농어업인 삶의 질 향상 및 농어촌 지역개발 촉진에 관한 특별법」
제33조(농어촌의 문화예술 진흥), 
제35조(도시와 농산어촌의 교류확대)",농식품부,정다혜,055-639-6343
420,경남,거제시,제16회 거제섬꽃축제,생태자연,10.29.~11.6.,거제시농업개발원,대면,2006년,,449,,449,,,거제시 농업관광과,기관,,,양희은,055-639-6443
421,경남,거제시,제15회 거제대구수산물축제,특산물,12월중,외포항,대면,2005년,,52,30,82,,,거제대구수산물 축제위원회,단체,,,김선규,055-639-4273
422,경남,양산시,원동매화축제,생태자연,3월중,"원동마을
일원",미정 ,2007년,,225, - ,225,,,원동매화축제추진위원회,위원회,양산시 문화축전 추진,,전정민,055-392-3232
423,경남,양산시,배내골고로쇠축제,특산물,3월중,"배내골
홍보관일원",미정 ,2006년,,5, - ,5,,,배내골주민자치위원회,,,,전정민,055-392-3232
424,경남,양산시,원동청정 미나리축제,특산물,3월중,"원동면
일원",미정,2015년,,5, - ,5,,,원동청정미나리연구회,,,,전정민,055-392-3232
425,경남,양산시,2022 물금 벚꽃 축제,생태자연,3월말,황산공원,대면,2013년,,44, - ,44,,,,,,,신선영,055-392-7012
426,경남,양산시,2022 양산봄꽃축제,생태자연,4월중,"양산천
둔치",대면,2008년,,22, - ,22,,,,,,,김상욱,055-395-5343
427,경남,양산시,양산웅상회야제,기타(주민화합),5월중,웅상체육공원,대면,2015년,,400, - ,400,,,양산웅상회야제추진위원회,위원회,양산시 문화축전 추진위원회 설치 및 운영에 관한 조례,,서경진,055-392-6183
428,경남,양산시,삽량문화축전,전통역사,10월중,"양산천
둔치",대면,1986년,,605, - ,605,,,양산삽량문화축전추진위원회,위원회,양산시 문화축전 추진,,오나리,055-395-2543
429,경남,양산시,차문화축제,지역축제,10월중,통도문화예술거리,미정,2017년,,20, - ,20,,,통도예술마을협동조합,,,,전정민,055-392-3232
